target	taxa
VOG1819	Myoviridae
VOG1821	Caudovirales
VOG1822	Caudovirales
VOG1825	Samistivirus
VOG1826	Myoviridae
VOG1827	Circoviridae
VOG1828	Caudovirales
VOG1829	Siphoviridae
VOG1830	Firehammervirus
VOG1832	Caudovirales
VOG1833	Caudovirales
VOG1834	Caudovirales
VOG1835	Myoviridae
VOG1836	Caudovirales
VOG1837	Caudovirales
VOG1838	Caudovirales
VOG1839	Myoviridae
VOG1840	Emdodecavirus
VOG1841	Caudovirales
VOG1842	Caudovirales
VOG1843	Tunavirinae
VOG1846	Myoviridae
VOG1848	Siphoviridae
VOG1849	Siphoviridae
VOG1850	Caudovirales
VOG1851	Caudovirales
VOG1852	Caudovirales
VOG1853	Caudovirales
VOG1854	Myoviridae
VOG1855	Caudovirales
VOG1856	Caudovirales
VOG1857	Siphoviridae
VOG1858	Caudovirales
VOG1859	Myoviridae
VOG1861	Caudovirales
VOG1862	Siphoviridae
VOG1863	Caudovirales
VOG1864	Caudovirales
VOG1865	Caudovirales
VOG1866	Tevenvirinae
VOG1867	Siphoviridae
VOG1868	Korravirus
VOG1869	Twortvirinae
VOG1870	Caudovirales
VOG1871	Podoviridae
VOG1872	Myoviridae
VOG1874	Myoviridae
VOG1875	Caudovirales
VOG1877	Myoviridae
VOG1878	Bastillevirinae
VOG1879	Myoviridae
VOG1880	Myoviridae
VOG1881	Myoviridae
VOG1883	Mimivirus
VOG1885	Myoviridae
VOG1886	Caudovirales
VOG1887	Siphoviridae
VOG1888	Siphoviridae
VOG1890	Myoviridae
VOG1891	Siphoviridae
VOG1892	Caudovirales
VOG1893	Myoviridae
VOG1894	Caudovirales
VOG1895	Litunavirus
VOG1897	Caudovirales
VOG1898	Caudovirales
VOG1899	Caudovirales
VOG1901	Caudovirales
VOG1902	Rotavirus
VOG1903	Vequintavirus
VOG1904	Siphoviridae
VOG1905	Myoviridae
VOG1906	Myoviridae
VOG1907	Caudovirales
VOG1908	Herelleviridae
VOG1910	Caudovirales
VOG1911	Siphoviridae
VOG1912	Caudovirales
VOG1913	Myoviridae
VOG1914	Siphoviridae
VOG1915	Siphoviridae
VOG1917	Caudovirales
VOG1918	Caudovirales
VOG1919	Myoviridae
VOG1920	Caudovirales
VOG1921	Caudovirales
VOG1923	Myoviridae
VOG1925	Myoviridae
VOG1926	Myoviridae
VOG1928	Myoviridae
VOG1929	Caudovirales
VOG1930	Caudovirales
VOG1931	Caudovirales
VOG1932	Siphoviridae
VOG1933	Myoviridae
VOG1934	Myoviridae
VOG1935	Caudovirales
VOG1936	Caudovirales
VOG1937	Caudovirales
VOG1938	Caudovirales
VOG1939	Caudovirales
VOG1941	Bastillevirinae
VOG1942	Siphoviridae
VOG1943	Caudovirales
VOG1944	Siphoviridae
VOG1945	Siphoviridae
VOG1946	Caudovirales
VOG1947	Siphoviridae
VOG1948	Caudovirales
VOG1949	Siphoviridae
VOG1950	Herpesviridae
VOG1951	Myoviridae
VOG1952	Caudovirales
VOG1953	Caudovirales
VOG1954	Caudovirales
VOG1955	Myoviridae
VOG1958	Siphoviridae
VOG1959	Myoviridae
VOG1960	Caudovirales
VOG1962	Siphoviridae
VOG1963	Caudovirales
VOG1964	Siphoviridae
VOG1965	Caudovirales
VOG1967	Podoviridae
VOG1968	Myoviridae
VOG1969	Picovirinae
VOG1970	Myoviridae
VOG1971	Myoviridae
VOG1973	Caudovirales
VOG1974	Siphoviridae
VOG1975	Caudovirales
VOG1976	Caudovirales
VOG1977	Siphoviridae
VOG1978	Caudovirales
VOG1979	Caudovirales
VOG1981	Herelleviridae
VOG1982	Siphoviridae
VOG1984	Arquatrovirinae
VOG1985	Myoviridae
VOG1987	Myoviridae
VOG1988	Caudovirales
VOG1989	Myoviridae
VOG1990	Fromanvirus
VOG1991	Caudovirales
VOG1992	Caudovirales
VOG1993	Caudovirales
VOG1994	Myoviridae
VOG1995	Caudovirales
VOG1996	Nudiviridae
VOG1997	Myoviridae
VOG2000	Siphoviridae
VOG2001	Caudovirales
VOG2002	Myoviridae
VOG2004	Caudovirales
VOG2005	Siphoviridae
VOG2006	Tevenvirinae
VOG2007	Caudovirales
VOG2009	Bastillevirinae
VOG2010	Caudovirales
VOG2011	Myoviridae
VOG2012	Caudovirales
VOG2013	Caudovirales
VOG2015	Myoviridae
VOG2016	Caudovirales
VOG2017	Siphoviridae
VOG2018	Myoviridae
VOG2019	Myoviridae
VOG2020	Caudovirales
VOG2021	Myoviridae
VOG2022	Myoviridae
VOG2023	Myoviridae
VOG2024	Siphoviridae
VOG2025	Caudovirales
VOG2027	Siphoviridae
VOG2028	Caudovirales
VOG2029	Myoviridae
VOG2030	Riboviria
VOG2031	Tevenvirinae
VOG2032	Caudovirales
VOG2033	Caudovirales
VOG2035	Siphoviridae
VOG2036	Siphoviridae
VOG2037	Myoviridae
VOG2038	Myoviridae
VOG2040	Caudovirales
VOG2041	Siphoviridae
VOG2043	Caudovirales
VOG2044	Caudovirales
VOG2045	Myoviridae
VOG2046	Siphoviridae
VOG2047	Siphoviridae
VOG2048	Caudovirales
VOG2049	Myoviridae
VOG2051	Myoviridae
VOG2053	Caudovirales
VOG2054	Caudovirales
VOG2056	Pecentumvirus
VOG2059	Caudovirales
VOG2060	Gammaherpesvirinae
VOG2061	Caudovirales
VOG2062	Myoviridae
VOG2063	Siphoviridae
VOG2064	Siphoviridae
VOG2065	Caudovirales
VOG2068	Leviviridae
VOG2070	Mycoreovirus
VOG2071	Alphairidovirinae
VOG2072	Picornaviridae
VOG2073	Rhabdoviridae
VOG2074	Amdoparvovirus
VOG2076	Baculoviridae
VOG2077	Orthoreovirus
VOG2078	Tenuivirus
VOG2079	Raphidovirus
VOG2080	Orbivirus
VOG2082	Anelloviridae
VOG2083	Hapavirus
VOG2086	Ranavirus
VOG2087	Aviadenovirus
VOG2090	Caudovirales
VOG2091	Caudovirales
VOG2092	Caudovirales
VOG2093	Myoviridae
VOG2094	Siphoviridae
VOG2097	Prasinovirus
VOG2099	Podoviridae
VOG2100	Caudovirales
VOG2101	Betaherpesvirinae
VOG2103	Caudovirales
VOG2104	Siphoviridae
VOG2105	Myoviridae
VOG2106	Caudovirales
VOG2108	Siphoviridae
VOG2110	Caudovirales
VOG2112	Caudovirales
VOG2113	Siphoviridae
VOG2114	Siphoviridae
VOG2115	Bastillevirinae
VOG2117	Alphabaculovirus
VOG2121	Riboviria
VOG2122	Siphoviridae
VOG2124	Myoviridae
VOG2125	Betairidovirinae
VOG2128	Caudovirales
VOG2129	Caudovirales
VOG2130	Chlorovirus
VOG2131	Caudovirales
VOG2132	Siphoviridae
VOG2133	Chlorovirus
VOG2134	Betairidovirinae
VOG2135	Caudovirales
VOG2136	Agatevirus
VOG2139	Mimiviridae
VOG2141	Teseptimavirus
VOG2142	Inoviridae
VOG2143	Tevenvirinae
VOG2144	Autographivirinae
VOG2145	Myoviridae
VOG2148	Coetzeevirus
VOG2149	Cytomegalovirus
VOG2152	Mimivirus
VOG2153	Siphoviridae
VOG2154	Caudovirales
VOG2158	Myoviridae
VOG2159	Caudovirales
VOG2160	Siphoviridae
VOG2161	Siphoviridae
VOG2162	Mimivirus
VOG2167	Caudovirales
VOG2168	Bequatrovirus
VOG2169	Caudovirales
VOG2170	Tevenvirinae
VOG2172	Chordopoxvirinae
VOG2173	Chlorovirus
VOG2174	Podoviridae
VOG2176	Cequinquevirus
VOG2177	Caudovirales
VOG2178	Siphoviridae
VOG2179	Chlorovirus
VOG2180	Chlorovirus
VOG2181	Myoviridae
VOG2182	Procedovirinae
VOG2183	Closteroviridae
VOG2184	Siphoviridae
VOG2186	Myoviridae
VOG2187	Ackermannviridae
VOG2188	Siphoviridae
VOG2189	Caudovirales
VOG2190	Siphoviridae
VOG2191	Siphoviridae
VOG2192	Tevenvirinae
VOG2193	Myoviridae
VOG2194	Caudovirales
VOG2196	Picovirinae
VOG2197	Myoviridae
VOG2199	Mimivirus
VOG2200	Mimivirus
VOG2201	Mastadenovirus
VOG2203	Caudovirales
VOG2204	Agatevirus
VOG2205	Mardivirus
VOG2206	Procedovirinae
VOG2207	Pahexavirus
VOG2209	Caudovirales
VOG2210	Caudovirales
VOG2211	Crinivirus
VOG2212	Tevenvirinae
VOG2213	Mimivirus
VOG2215	Tevenvirinae
VOG2218	Andromedavirus
VOG2219	Caudovirales
VOG2221	Timquatrovirus
VOG2222	Marseillevirus
VOG2224	Caudovirales
VOG2226	Alphabaculovirus
VOG2230	Homburgvirus
VOG2231	Siphoviridae
VOG2232	Mimivirus
VOG2235	Myoviridae
VOG2236	Myoviridae
VOG2237	Caudovirales
VOG2238	Tevenvirinae
VOG2239	Myoviridae
VOG2240	Aviadenovirus
VOG2241	Caudovirales
VOG2242	Chlorovirus
VOG2244	Betairidovirinae
VOG2245	Coetzeevirus
VOG2246	Liefievirus
VOG2247	Siphoviridae
VOG2248	Autographivirinae
VOG2249	Caudovirales
VOG2250	Siphoviridae
VOG2252	Caudovirales
VOG2253	Caudovirales
VOG2254	Mimivirus
VOG2256	Caudovirales
VOG2261	Betaherpesvirinae
VOG2262	Mimivirus
VOG2265	Myoviridae
VOG2266	Rhabdoviridae
VOG2267	Caudovirales
VOG2268	Caudovirales
VOG2269	Caudovirales
VOG2270	Myoviridae
VOG2272	Myoviridae
VOG2274	Closterovirus
VOG2275	Caudovirales
VOG2276	Myoviridae
VOG2278	Cytomegalovirus
VOG2280	Siphoviridae
VOG2281	Autographivirinae
VOG2282	Flavivirus
VOG2284	Caudovirales
VOG2285	Bastillevirinae
VOG2286	Siphoviridae
VOG2292	Caudovirales
VOG2293	Siphoviridae
VOG2294	Myoviridae
VOG2295	Podoviridae
VOG2296	Cytomegalovirus
VOG2297	Autographivirinae
VOG2300	Cytomegalovirus
VOG2302	Chlorovirus
VOG2304	Myoviridae
VOG2305	Aviadenovirus
VOG2306	Siphoviridae
VOG2307	Caudovirales
VOG2308	Siphoviridae
VOG2312	Siphoviridae
VOG2313	Autographivirinae
VOG2314	Caudovirales
VOG2315	Prasinovirus
VOG2317	Lymphocryptovirus
VOG2318	Sobemovirus
VOG2319	Caudovirales
VOG2320	Asteriusvirus
VOG2321	Bastillevirinae
VOG2322	Betairidovirinae
VOG2323	Myoviridae
VOG2326	Mimivirus
VOG2327	Caudovirales
VOG2328	Caudovirales
VOG2329	Betaherpesvirinae
VOG2330	Mimivirus
VOG2331	Myoviridae
VOG2332	Myoviridae
VOG2334	Mimivirus
VOG2335	Caudovirales
VOG2339	Tevenvirinae
VOG2340	Tegunavirus
VOG2341	Iridovirus
VOG2344	Myoviridae
VOG2345	Siphoviridae
VOG2346	Caudovirales
VOG2347	Ascoviridae
VOG2348	Chivirus
VOG2349	Caudovirales
VOG2350	Betairidovirinae
VOG2351	Mimivirus
VOG2352	Caudovirales
VOG2353	Siphoviridae
VOG2355	Alphabaculovirus
VOG2356	Chlorovirus
VOG2357	Caudovirales
VOG2361	Mimivirus
VOG2362	Caudovirales
VOG2365	Caudovirales
VOG2366	Cytomegalovirus
VOG2368	Siphoviridae
VOG2370	Siphoviridae
VOG2371	Mimivirus
VOG2372	Kayvirus
VOG2373	Caudovirales
VOG2375	Prasinovirus
VOG2377	Siphoviridae
VOG2379	Caudovirales
VOG2380	Lipothrixviridae
VOG2381	Caudovirales
VOG2382	Bastillevirinae
VOG2383	Liefievirus
VOG2384	Phikmvvirus
VOG2387	Prasinovirus
VOG2388	Chlorovirus
VOG2389	Siphoviridae
VOG2390	Caudovirales
VOG2391	Caudovirales
VOG2392	Mimivirus
VOG2393	Lymphocystivirus
VOG2394	Siphoviridae
VOG2395	Coccolithovirus
VOG2396	Caudovirales
VOG2397	Caudovirales
VOG2398	Tevenvirinae
VOG2399	Mimivirus
VOG2401	Marseillevirus
VOG2404	Chlorovirus
VOG2405	Tevenvirinae
VOG2406	Chordopoxvirinae
VOG2407	Caudovirales
VOG2410	Myoviridae
VOG2413	Zindervirus
VOG2414	Homburgvirus
VOG2415	Myoviridae
VOG2416	Myoviridae
VOG2417	Caudovirales
VOG2419	Chlorovirus
VOG2422	Caudovirales
VOG2424	Marseillevirus
VOG2429	Marseillevirus
VOG2430	Marseillevirus
VOG2434	Mastadenovirus
VOG2435	Mimivirus
VOG2437	Marseillevirus
VOG2439	Mimiviridae
VOG2440	Caudovirales
VOG2443	Phaeovirus
VOG2444	Marseillevirus
VOG2445	Nudiviridae
VOG2446	Mimivirus
VOG2450	Circovirus
VOG2451	Marseillevirus
VOG2454	Siphoviridae
VOG2457	Marseillevirus
VOG2458	Peribunyaviridae
VOG2459	Bunyavirales
VOG2461	Marseillevirus
VOG2462	Marseillevirus
VOG2465	Flaviviridae
VOG2466	Marseillevirus
VOG2469	Tevenvirinae
VOG2470	Siphoviridae
VOG2471	Marseillevirus
VOG2473	Marseillevirus
VOG2474	Marseillevirus
VOG2475	Podoviridae
VOG2476	Marseillevirus
VOG2478	Hepacivirus
VOG2480	Caudovirales
VOG2483	Picornavirales
VOG2484	Chloriridovirus
VOG2485	Caudovirales
VOG2486	Caudovirales
VOG2487	Caudovirales
VOG2488	Zindervirus
VOG2489	Myoviridae
VOG2490	Siphoviridae
VOG2491	Caliciviridae
VOG2492	Caudovirales
VOG2493	Orthocoronavirinae
VOG2494	Flaviviridae
VOG2495	Caudovirales
VOG2496	Myoviridae
VOG2497	Myoviridae
VOG2499	Caudovirales
VOG2500	Podoviridae
VOG2502	Caudovirales
VOG2503	Caudovirales
VOG2504	Caudovirales
VOG2505	Caudovirales
VOG2506	Siphoviridae
VOG2507	Caliciviridae
VOG2508	Bicaudavirus
VOG2511	Caudovirales
VOG2512	Myoviridae
VOG2513	Marseillevirus
VOG2516	Caudovirales
VOG2518	Myoviridae
VOG2519	Siphoviridae
VOG2520	Caudovirales
VOG2522	Caudovirales
VOG2523	Caudovirales
VOG2525	Caudovirales
VOG2528	Lavidaviridae
VOG2529	Caudovirales
VOG2530	Caudovirales
VOG2531	Caudovirales
VOG2533	Caudovirales
VOG2534	Caudovirales
VOG2535	Caudovirales
VOG2536	Caudovirales
VOG2538	Flavivirus
VOG2539	Caudovirales
VOG2541	Picornavirales
VOG2542	Caudovirales
VOG2544	Caudovirales
VOG2546	Myoviridae
VOG2547	Fipvunavirus
VOG2548	Caudovirales
VOG2550	Nidovirales
VOG2551	Caudovirales
VOG2552	Caudovirales
VOG2554	Caudovirales
VOG2555	Caudovirales
VOG2556	Caudovirales
VOG2562	Raphidovirus
VOG2563	Caudovirales
VOG2565	Fipvunavirus
VOG2566	Caudovirales
VOG2567	Caudovirales
VOG2569	Flaviviridae
VOG2574	Caudovirales
VOG2576	Caudovirales
VOG2578	Siphoviridae
VOG2582	Myoviridae
VOG2583	Siphoviridae
VOG2586	Secoviridae
VOG2588	Caudovirales
VOG2589	Caudovirales
VOG2590	Marseillevirus
VOG2591	Caudovirales
VOG2594	Siphoviridae
VOG2595	Caudovirales
VOG2596	Siphoviridae
VOG2597	Myoviridae
VOG2598	Caudovirales
VOG2599	Caudovirales
VOG2600	Caudovirales
VOG2604	Siphoviridae
VOG2606	Caudovirales
VOG2607	Bracovirus
VOG2609	Fromanvirus
VOG2612	Siphoviridae
VOG2613	Peribunyaviridae
VOG2615	Alphabaculovirus
VOG2616	Siphoviridae
VOG2617	Caudovirales
VOG2618	Caudovirales
VOG2619	Omegavirus
VOG2620	Caudovirales
VOG2621	Caudovirales
VOG2622	Phikzvirus
VOG2623	Caudovirales
VOG2624	Podoviridae
VOG2625	Fromanvirus
VOG2626	Fromanvirus
VOG2627	Myoviridae
VOG2628	Siphoviridae
VOG2631	Siphoviridae
VOG2633	Alphabaculovirus
VOG2634	Caudovirales
VOG2636	Myoviridae
VOG2637	Siphoviridae
VOG2638	Omegavirus
VOG2639	Fromanvirus
VOG2640	Siphoviridae
VOG2641	Siphoviridae
VOG2642	Fromanvirus
VOG2643	Raphidovirus
VOG2644	Phycodnaviridae
VOG2645	Bunyavirales
VOG2646	Caudovirales
VOG2647	Phaeovirus
VOG2648	Siphoviridae
VOG2649	Bclasvirinae
VOG2651	Siphoviridae
VOG2653	Chlorovirus
VOG2654	Phaeovirus
VOG2655	Caudovirales
VOG2657	Siphoviridae
VOG2658	Caudovirales
VOG2660	Caudovirales
VOG2661	Alphabaculovirus
VOG2662	Timquatrovirus
VOG2663	Bruynoghevirus
VOG2666	Podoviridae
VOG2667	Podoviridae
VOG2670	Myoviridae
VOG2671	Siphoviridae
VOG2673	Siphoviridae
VOG2674	Siphoviridae
VOG2675	Caudovirales
VOG2676	Chlorovirus
VOG2677	Euroniviridae
VOG2678	Caudovirales
VOG2679	Fromanvirus
VOG2681	Siphoviridae
VOG2682	Caulimoviridae
VOG2683	Siphoviridae
VOG2684	Mononegavirales
VOG2685	Bronvirus
VOG2687	Caudovirales
VOG2688	Myoviridae
VOG2691	Caudovirales
VOG2692	Mimivirus
VOG2697	Caudovirales
VOG2699	Siphoviridae
VOG2700	Caudovirales
VOG2703	Siphoviridae
VOG2704	Phaeovirus
VOG2705	Siphoviridae
VOG2708	Siphoviridae
VOG2709	Siphoviridae
VOG2710	Prasinovirus
VOG2711	Caudovirales
VOG2712	Myoviridae
VOG2715	Siphoviridae
VOG2716	Tevenvirinae
VOG2717	Caudovirales
VOG2719	Siphoviridae
VOG2720	Caudovirales
VOG2721	Caudovirales
VOG2722	Caudovirales
VOG2724	Caudovirales
VOG2725	Mammantavirinae
VOG2726	Siphoviridae
VOG2727	Pelarspovirus
VOG2728	Timquatrovirus
VOG2732	Podoviridae
VOG2733	Hpunavirus
VOG2734	Caudovirales
VOG2735	Caudovirales
VOG2737	Siphoviridae
VOG2739	Caudovirales
VOG2740	Webervirus
VOG2742	Caudovirales
VOG2743	Chrysoviridae
VOG2745	Siphoviridae
VOG2746	Bracovirus
VOG2747	Siphoviridae
VOG2750	Bronvirus
VOG2751	Caudovirales
VOG2752	Caudovirales
VOG2753	Podoviridae
VOG2757	Sanovirus
VOG2758	Caudovirales
VOG2763	Fromanvirus
VOG2764	Prasinovirus
VOG2765	Myoviridae
VOG2766	Caudovirales
VOG2767	Phaeovirus
VOG2768	Caudovirales
VOG2769	Caudovirales
VOG2770	Siphoviridae
VOG2772	Siphoviridae
VOG2773	Alphabaculovirus
VOG2774	Caudovirales
VOG2776	Caudovirales
VOG2777	Podoviridae
VOG2778	Bracovirus
VOG2783	Bronvirus
VOG2784	Chlorovirus
VOG2785	Cheoctovirus
VOG2786	Caudovirales
VOG2787	Podoviridae
VOG2792	Siphoviridae
VOG2793	Siphoviridae
VOG2795	Fromanvirus
VOG2797	Myoviridae
VOG2799	Siphoviridae
VOG2801	Siphoviridae
VOG2802	Siphoviridae
VOG2803	Caudovirales
VOG2804	Timquatrovirus
VOG2805	Siphoviridae
VOG2807	Fromanvirus
VOG2810	Siphoviridae
VOG2811	Siphoviridae
VOG2812	Prasinovirus
VOG2813	Mimiviridae
VOG2815	Caudovirales
VOG2816	Chlorovirus
VOG2817	Chrysoviridae
VOG2820	Caudovirales
VOG2822	Myoviridae
VOG2823	Bronvirus
VOG2824	Caudovirales
VOG2826	Siphoviridae
VOG2828	Myoviridae
VOG2829	Caudovirales
VOG2830	Caudovirales
VOG2832	Siphoviridae
VOG2833	Siphoviridae
VOG2834	Phycodnaviridae
VOG2835	Caudovirales
VOG2838	Caudovirales
VOG2839	Siphoviridae
VOG2840	Phaeovirus
VOG2841	Umbravirus
VOG2843	Mimivirus
VOG2844	Myoviridae
VOG2845	Siphoviridae
VOG2847	Baculoviridae
VOG2848	Siphoviridae
VOG2849	Bclasvirinae
VOG2853	Caudovirales
VOG2856	Phycodnaviridae
VOG2859	Caudovirales
VOG2860	Siphoviridae
VOG2861	Bronvirus
VOG2862	Chlorovirus
VOG2863	Caudovirales
VOG2864	Caudovirales
VOG2868	Caudovirales
VOG2870	Fromanvirus
VOG2871	Siphoviridae
VOG2872	Cheoctovirus
VOG2873	Siphoviridae
VOG2875	Bracovirus
VOG2876	Prasinovirus
VOG2877	Caudovirales
VOG2878	Skunavirus
VOG2879	Phaeovirus
VOG2880	Timquatrovirus
VOG2882	Fromanvirus
VOG2883	Siphoviridae
VOG2884	Myoviridae
VOG2885	Baculoviridae
VOG2886	Caudovirales
VOG2888	Caudovirales
VOG2889	Fromanvirus
VOG2890	Fromanvirus
VOG2891	Caudovirales
VOG2892	Phaeovirus
VOG2896	Phaeovirus
VOG2897	Myoviridae
VOG2898	Myoviridae
VOG2899	Pahexavirus
VOG2900	Siphoviridae
VOG2901	Caudovirales
VOG2902	Caudovirales
VOG2903	Myoviridae
VOG2904	Caudovirales
VOG2905	Myoviridae
VOG2906	Myoviridae
VOG2908	Myoviridae
VOG2910	Alphabaculovirus
VOG2911	Caudovirales
VOG2913	Caudovirales
VOG2915	Siphoviridae
VOG2916	Siphoviridae
VOG2917	Myoviridae
VOG2918	Caudovirales
VOG2919	Siphoviridae
VOG2920	Myoviridae
VOG2921	Siphoviridae
VOG2922	Siphoviridae
VOG2923	Siphoviridae
VOG2924	Caudovirales
VOG2925	Bclasvirinae
VOG2926	Nclasvirinae
VOG2928	Samistivirus
VOG2929	Nonagvirus
VOG2930	Tevenvirinae
VOG2931	Emalynvirus
VOG2932	Caudovirales
VOG2933	Siphoviridae
VOG2934	Phikzvirus
VOG2935	Caudovirales
VOG2937	Caudovirales
VOG2938	Tectiviridae
VOG2940	Caudovirales
VOG2941	Caudovirales
VOG2942	Myoviridae
VOG2943	Podoviridae
VOG2944	Myoviridae
VOG2945	Myoviridae
VOG2946	Myoviridae
VOG2947	Caudovirales
VOG2949	Myoviridae
VOG2950	Caudovirales
VOG2952	Caudovirales
VOG2953	Myoviridae
VOG2954	Myoviridae
VOG2956	Caudovirales
VOG2957	Bastillevirinae
VOG2958	Caudovirales
VOG2959	Caudovirales
VOG2960	Myoviridae
VOG2961	Siphoviridae
VOG2962	Myoviridae
VOG2963	Caudovirales
VOG2964	Bicaudavirus
VOG2966	Myoviridae
VOG2967	Myoviridae
VOG2968	Myoviridae
VOG2969	Siphoviridae
VOG2970	Bastillevirinae
VOG2972	Caudovirales
VOG2974	Caudovirales
VOG2975	Fletchervirus
VOG2976	Siphoviridae
VOG2979	Caudovirales
VOG2980	Caudovirales
VOG2982	Tevenvirinae
VOG2983	Bastillevirinae
VOG2984	Cypovirus
VOG2985	Siphoviridae
VOG2986	Caudovirales
VOG2987	Caudovirales
VOG2988	Caudovirales
VOG2989	Caudovirales
VOG2990	Caudovirales
VOG2993	Vequintavirinae
VOG2995	Caudovirales
VOG2996	Caudovirales
VOG2997	Tevenvirinae
VOG2998	Siphoviridae
VOG2999	Vequintavirinae
VOG3000	Myoviridae
VOG3001	Caudovirales
VOG3003	Caudovirales
VOG3004	Twortvirinae
VOG3005	Siphoviridae
VOG3006	Caudovirales
VOG3007	Siphoviridae
VOG3009	Bastillevirinae
VOG3011	Siphoviridae
VOG3013	Twortvirinae
VOG3014	Siphoviridae
VOG3016	Caudovirales
VOG3017	Caudovirales
VOG3018	Myoviridae
VOG3019	Alphatectivirus
VOG3020	Caudovirales
VOG3021	Bastillevirinae
VOG3022	Siphoviridae
VOG3024	Herelleviridae
VOG3025	Caudovirales
VOG3026	Siphoviridae
VOG3027	Siphoviridae
VOG3029	Siphoviridae
VOG3030	Lomovskayavirus
VOG3031	Caudovirales
VOG3032	Myoviridae
VOG3033	Agatevirus
VOG3034	Caudovirales
VOG3035	Caudovirales
VOG3036	Siphoviridae
VOG3037	Myoviridae
VOG3038	Siphoviridae
VOG3039	Myoviridae
VOG3041	Bixzunavirus
VOG3042	Siphoviridae
VOG3043	Caudovirales
VOG3044	Caudovirales
VOG3045	Siphoviridae
VOG3047	Caudovirales
VOG3048	Podoviridae
VOG3049	Myoviridae
VOG3051	Picovirinae
VOG3053	Caudovirales
VOG3054	Caudovirales
VOG3055	Caudovirales
VOG3056	Myoviridae
VOG3057	Myoviridae
VOG3058	Herelleviridae
VOG3059	Myoviridae
VOG3060	Myoviridae
VOG3061	Mastadenovirus
VOG3062	Riboviria
VOG3063	Myoviridae
VOG3065	Myoviridae
VOG3067	Caulimoviridae
VOG3068	Betairidovirinae
VOG3069	Caudovirales
VOG3070	Siphoviridae
VOG3071	Myoviridae
VOG3072	Caudovirales
VOG3074	Myoviridae
VOG3076	Siphoviridae
VOG3077	Siphoviridae
VOG3079	Caudovirales
VOG3080	Myoviridae
VOG3081	Podoviridae
VOG3082	Caudovirales
VOG3083	Myoviridae
VOG3084	Siphoviridae
VOG3085	Siphoviridae
VOG3086	Caudovirales
VOG3087	Eneladusvirus
VOG3088	Caudovirales
VOG3089	Siphoviridae
VOG3090	Arquatrovirinae
VOG3091	Siphoviridae
VOG3092	Caudovirales
VOG3093	Cystovirus
VOG3095	Twortvirinae
VOG3096	Caudovirales
VOG3097	Caudovirales
VOG3098	Myoviridae
VOG3099	Bastillevirinae
VOG3100	Myoviridae
VOG3101	Siphoviridae
VOG3102	Twortvirinae
VOG3103	Caudovirales
VOG3104	Siphoviridae
VOG3106	Caudovirales
VOG3108	Myoviridae
VOG3109	Myoviridae
VOG3110	Tunavirinae
VOG3111	Caudovirales
VOG3112	Caudovirales
VOG3113	Caudovirales
VOG3114	Herelleviridae
VOG3115	Caudovirales
VOG3116	Caudovirales
VOG3117	Caudovirales
VOG3118	Myoviridae
VOG3119	Caudovirales
VOG3120	Caudovirales
VOG3121	Siphoviridae
VOG3122	Caudovirales
VOG3123	Spinareovirinae
VOG3124	Caudovirales
VOG3125	Siphoviridae
VOG3126	Caudovirales
VOG3127	Myoviridae
VOG3128	Iridoviridae
VOG3129	Myoviridae
VOG3130	Myoviridae
VOG3131	Caudovirales
VOG3132	Myoviridae
VOG3133	Caudovirales
VOG3134	Bastillevirinae
VOG3137	Caudovirales
VOG3138	Siphoviridae
VOG3139	Siphoviridae
VOG3140	Myoviridae
VOG3141	Caudovirales
VOG3143	Myoviridae
VOG3144	Caudovirales
VOG3145	Caudovirales
VOG3146	Siphoviridae
VOG3147	Myoviridae
VOG3148	Myoviridae
VOG3149	Myoviridae
VOG3150	Caudovirales
VOG3152	Caudovirales
VOG3153	Cypovirus
VOG3154	Myoviridae
VOG3155	Caudovirales
VOG3156	Myoviridae
VOG3157	Tevenvirinae
VOG3158	Caudovirales
VOG3159	Caudovirales
VOG3160	Myoviridae
VOG3161	Podoviridae
VOG3162	Caudovirales
VOG3163	Caudovirales
VOG3164	Bastillevirinae
VOG3165	Siphoviridae
VOG3166	Caudovirales
VOG3167	Myoviridae
VOG3169	Myoviridae
VOG3171	Caudovirales
VOG3172	Tevenvirinae
VOG3173	Myoviridae
VOG3174	Siphoviridae
VOG3175	Vequintavirus
VOG3176	Pecentumvirus
VOG3178	Unahavirus
VOG3180	Caudovirales
VOG3181	Caudovirales
VOG3182	Tunavirinae
VOG3183	Caudovirales
VOG3184	Krischvirus
VOG3185	Myoviridae
VOG3186	Caudovirales
VOG3187	Myoviridae
VOG3188	Caudovirales
VOG3189	Siphoviridae
VOG3190	Myoviridae
VOG3191	Caudovirales
VOG3192	Siphoviridae
VOG3193	Caudovirales
VOG3194	Machinavirus
VOG3195	Emdodecavirus
VOG3196	Tevenvirinae
VOG3197	Caudovirales
VOG3199	Myoviridae
VOG3200	Siphoviridae
VOG3201	Siphoviridae
VOG3202	Caudovirales
VOG3203	Pbunavirus
VOG3204	Siphoviridae
VOG3205	Guernseyvirinae
VOG3206	Alphairidovirinae
VOG3207	Caudovirales
VOG3208	Caudovirales
VOG3209	Krischvirus
VOG3210	Myoviridae
VOG3211	Caudovirales
VOG3212	Caudovirales
VOG3214	Myoviridae
VOG3215	Caudovirales
VOG3216	Megalocytivirus
VOG3217	Caudovirales
VOG3218	Tevenvirinae
VOG3219	Caudovirales
